dependency_group_id,constructor_family,linear_context,exact_relation,aggregate_coordinate,component_coordinates,n_members,linearity_argument,evidence_class,all_members_admissible,n_inadmissible_members,inadmissible_members,status,vacuous_reason
DEP_C7_RATE_OVER_LEVEL_cerqtit13,C7,RATE_OVER_LEVEL(pinj_b|cerqtit13),RATE_OVER_LEVEL(pinj|cerqtit13) = sum_b RATE_OVER_LEVEL(pinj_b|cerqtit13),RATE_OVER_LEVEL(pinj|cerqtit13),RATE_OVER_LEVEL(pinj_15l|cerqtit13)|RATE_OVER_LEVEL(pinj_15r|cerqtit13)|RATE_OVER_LEVEL(pinj_21l|cerqtit13)|RATE_OVER_LEVEL(pinj_21r|cerqtit13)|RATE_OVER_LEVEL(pinj_30l|cerqtit13)|RATE_OVER_LEVEL(pinj_30r|cerqtit13)|RATE_OVER_LEVEL(pinj_33l|cerqtit13)|RATE_OVER_LEVEL(pinj_33r|cerqtit13),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,RATE_OVER_LEVEL(pinj|cerqtit13)|RATE_OVER_LEVEL(pinj_15l|cerqtit13)|RATE_OVER_LEVEL(pinj_15r|cerqtit13)|RATE_OVER_LEVEL(pinj_21l|cerqtit13)|RATE_OVER_LEVEL(pinj_21r|cerqtit13)|RATE_OVER_LEVEL(pinj_30l|cerqtit13)|RATE_OVER_LEVEL(pinj_30r|cerqtit13)|RATE_OVER_LEVEL(pinj_33l|cerqtit13)|RATE_OVER_LEVEL(pinj_33r|cerqtit13),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_bt,C4,PHASE(pinj_b|bt),PHASE(pinj|bt) = sum_b PHASE(pinj_b|bt),PHASE(pinj|bt),PHASE(pinj_15l|bt)|PHASE(pinj_15r|bt)|PHASE(pinj_21l|bt)|PHASE(pinj_21r|bt)|PHASE(pinj_30l|bt)|PHASE(pinj_30r|bt)|PHASE(pinj_33l|bt)|PHASE(pinj_33r|bt),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|bt)|PHASE(pinj_15l|bt)|PHASE(pinj_15r|bt)|PHASE(pinj_21l|bt)|PHASE(pinj_21r|bt)|PHASE(pinj_30l|bt)|PHASE(pinj_30r|bt)|PHASE(pinj_33l|bt)|PHASE(pinj_33r|bt),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_bt,C6,LEVEL_RATE(pinj_b|bt),LEVEL_RATE(pinj|bt) = sum_b LEVEL_RATE(pinj_b|bt),LEVEL_RATE(pinj|bt),LEVEL_RATE(pinj_15l|bt)|LEVEL_RATE(pinj_15r|bt)|LEVEL_RATE(pinj_21l|bt)|LEVEL_RATE(pinj_21r|bt)|LEVEL_RATE(pinj_30l|bt)|LEVEL_RATE(pinj_30r|bt)|LEVEL_RATE(pinj_33l|bt)|LEVEL_RATE(pinj_33r|bt),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|bt)|LEVEL_RATE(pinj_21l|bt)|LEVEL_RATE(pinj_21r|bt)|LEVEL_RATE(pinj_33l|bt),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_bt,C8,LEVEL_OVER_RATE(pinj_b|bt),LEVEL_OVER_RATE(pinj|bt) = sum_b LEVEL_OVER_RATE(pinj_b|bt),LEVEL_OVER_RATE(pinj|bt),LEVEL_OVER_RATE(pinj_15l|bt)|LEVEL_OVER_RATE(pinj_15r|bt)|LEVEL_OVER_RATE(pinj_21l|bt)|LEVEL_OVER_RATE(pinj_21r|bt)|LEVEL_OVER_RATE(pinj_30l|bt)|LEVEL_OVER_RATE(pinj_30r|bt)|LEVEL_OVER_RATE(pinj_33l|bt)|LEVEL_OVER_RATE(pinj_33r|bt),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|bt)|LEVEL_OVER_RATE(pinj_15l|bt)|LEVEL_OVER_RATE(pinj_15r|bt)|LEVEL_OVER_RATE(pinj_21l|bt)|LEVEL_OVER_RATE(pinj_21r|bt)|LEVEL_OVER_RATE(pinj_30l|bt)|LEVEL_OVER_RATE(pinj_30r|bt)|LEVEL_OVER_RATE(pinj_33l|bt)|LEVEL_OVER_RATE(pinj_33r|bt),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_ip,C4,PHASE(pinj_b|ip),PHASE(pinj|ip) = sum_b PHASE(pinj_b|ip),PHASE(pinj|ip),PHASE(pinj_15l|ip)|PHASE(pinj_15r|ip)|PHASE(pinj_21l|ip)|PHASE(pinj_21r|ip)|PHASE(pinj_30l|ip)|PHASE(pinj_30r|ip)|PHASE(pinj_33l|ip)|PHASE(pinj_33r|ip),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|ip)|PHASE(pinj_15l|ip)|PHASE(pinj_15r|ip)|PHASE(pinj_21l|ip)|PHASE(pinj_21r|ip)|PHASE(pinj_30l|ip)|PHASE(pinj_30r|ip)|PHASE(pinj_33l|ip)|PHASE(pinj_33r|ip),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_ip,C6,LEVEL_RATE(pinj_b|ip),LEVEL_RATE(pinj|ip) = sum_b LEVEL_RATE(pinj_b|ip),LEVEL_RATE(pinj|ip),LEVEL_RATE(pinj_15l|ip)|LEVEL_RATE(pinj_15r|ip)|LEVEL_RATE(pinj_21l|ip)|LEVEL_RATE(pinj_21r|ip)|LEVEL_RATE(pinj_30l|ip)|LEVEL_RATE(pinj_30r|ip)|LEVEL_RATE(pinj_33l|ip)|LEVEL_RATE(pinj_33r|ip),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|ip)|LEVEL_RATE(pinj_21l|ip)|LEVEL_RATE(pinj_21r|ip)|LEVEL_RATE(pinj_33l|ip),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_ip,C8,LEVEL_OVER_RATE(pinj_b|ip),LEVEL_OVER_RATE(pinj|ip) = sum_b LEVEL_OVER_RATE(pinj_b|ip),LEVEL_OVER_RATE(pinj|ip),LEVEL_OVER_RATE(pinj_15l|ip)|LEVEL_OVER_RATE(pinj_15r|ip)|LEVEL_OVER_RATE(pinj_21l|ip)|LEVEL_OVER_RATE(pinj_21r|ip)|LEVEL_OVER_RATE(pinj_30l|ip)|LEVEL_OVER_RATE(pinj_30r|ip)|LEVEL_OVER_RATE(pinj_33l|ip)|LEVEL_OVER_RATE(pinj_33r|ip),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|ip)|LEVEL_OVER_RATE(pinj_15l|ip)|LEVEL_OVER_RATE(pinj_15r|ip)|LEVEL_OVER_RATE(pinj_21l|ip)|LEVEL_OVER_RATE(pinj_21r|ip)|LEVEL_OVER_RATE(pinj_30l|ip)|LEVEL_OVER_RATE(pinj_30r|ip)|LEVEL_OVER_RATE(pinj_33l|ip)|LEVEL_OVER_RATE(pinj_33r|ip),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_gasa,C4,PHASE(pinj_b|gasa),PHASE(pinj|gasa) = sum_b PHASE(pinj_b|gasa),PHASE(pinj|gasa),PHASE(pinj_15l|gasa)|PHASE(pinj_15r|gasa)|PHASE(pinj_21l|gasa)|PHASE(pinj_21r|gasa)|PHASE(pinj_30l|gasa)|PHASE(pinj_30r|gasa)|PHASE(pinj_33l|gasa)|PHASE(pinj_33r|gasa),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|gasa)|PHASE(pinj_15l|gasa)|PHASE(pinj_15r|gasa)|PHASE(pinj_21l|gasa)|PHASE(pinj_21r|gasa)|PHASE(pinj_30l|gasa)|PHASE(pinj_30r|gasa)|PHASE(pinj_33l|gasa)|PHASE(pinj_33r|gasa),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_gasa,C6,LEVEL_RATE(pinj_b|gasa),LEVEL_RATE(pinj|gasa) = sum_b LEVEL_RATE(pinj_b|gasa),LEVEL_RATE(pinj|gasa),LEVEL_RATE(pinj_15l|gasa)|LEVEL_RATE(pinj_15r|gasa)|LEVEL_RATE(pinj_21l|gasa)|LEVEL_RATE(pinj_21r|gasa)|LEVEL_RATE(pinj_30l|gasa)|LEVEL_RATE(pinj_30r|gasa)|LEVEL_RATE(pinj_33l|gasa)|LEVEL_RATE(pinj_33r|gasa),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|gasa)|LEVEL_RATE(pinj_21l|gasa)|LEVEL_RATE(pinj_21r|gasa)|LEVEL_RATE(pinj_33l|gasa),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_gasa,C8,LEVEL_OVER_RATE(pinj_b|gasa),LEVEL_OVER_RATE(pinj|gasa) = sum_b LEVEL_OVER_RATE(pinj_b|gasa),LEVEL_OVER_RATE(pinj|gasa),LEVEL_OVER_RATE(pinj_15l|gasa)|LEVEL_OVER_RATE(pinj_15r|gasa)|LEVEL_OVER_RATE(pinj_21l|gasa)|LEVEL_OVER_RATE(pinj_21r|gasa)|LEVEL_OVER_RATE(pinj_30l|gasa)|LEVEL_OVER_RATE(pinj_30r|gasa)|LEVEL_OVER_RATE(pinj_33l|gasa)|LEVEL_OVER_RATE(pinj_33r|gasa),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|gasa)|LEVEL_OVER_RATE(pinj_15l|gasa)|LEVEL_OVER_RATE(pinj_15r|gasa)|LEVEL_OVER_RATE(pinj_21l|gasa)|LEVEL_OVER_RATE(pinj_21r|gasa)|LEVEL_OVER_RATE(pinj_30l|gasa)|LEVEL_OVER_RATE(pinj_30r|gasa)|LEVEL_OVER_RATE(pinj_33l|gasa)|LEVEL_OVER_RATE(pinj_33r|gasa),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_gasb,C4,PHASE(pinj_b|gasb),PHASE(pinj|gasb) = sum_b PHASE(pinj_b|gasb),PHASE(pinj|gasb),PHASE(pinj_15l|gasb)|PHASE(pinj_15r|gasb)|PHASE(pinj_21l|gasb)|PHASE(pinj_21r|gasb)|PHASE(pinj_30l|gasb)|PHASE(pinj_30r|gasb)|PHASE(pinj_33l|gasb)|PHASE(pinj_33r|gasb),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|gasb)|PHASE(pinj_15l|gasb)|PHASE(pinj_15r|gasb)|PHASE(pinj_21l|gasb)|PHASE(pinj_21r|gasb)|PHASE(pinj_30l|gasb)|PHASE(pinj_30r|gasb)|PHASE(pinj_33l|gasb)|PHASE(pinj_33r|gasb),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_gasb,C6,LEVEL_RATE(pinj_b|gasb),LEVEL_RATE(pinj|gasb) = sum_b LEVEL_RATE(pinj_b|gasb),LEVEL_RATE(pinj|gasb),LEVEL_RATE(pinj_15l|gasb)|LEVEL_RATE(pinj_15r|gasb)|LEVEL_RATE(pinj_21l|gasb)|LEVEL_RATE(pinj_21r|gasb)|LEVEL_RATE(pinj_30l|gasb)|LEVEL_RATE(pinj_30r|gasb)|LEVEL_RATE(pinj_33l|gasb)|LEVEL_RATE(pinj_33r|gasb),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|gasb)|LEVEL_RATE(pinj_21l|gasb)|LEVEL_RATE(pinj_21r|gasb)|LEVEL_RATE(pinj_33l|gasb),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_gasb,C8,LEVEL_OVER_RATE(pinj_b|gasb),LEVEL_OVER_RATE(pinj|gasb) = sum_b LEVEL_OVER_RATE(pinj_b|gasb),LEVEL_OVER_RATE(pinj|gasb),LEVEL_OVER_RATE(pinj_15l|gasb)|LEVEL_OVER_RATE(pinj_15r|gasb)|LEVEL_OVER_RATE(pinj_21l|gasb)|LEVEL_OVER_RATE(pinj_21r|gasb)|LEVEL_OVER_RATE(pinj_30l|gasb)|LEVEL_OVER_RATE(pinj_30r|gasb)|LEVEL_OVER_RATE(pinj_33l|gasb)|LEVEL_OVER_RATE(pinj_33r|gasb),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|gasb)|LEVEL_OVER_RATE(pinj_15l|gasb)|LEVEL_OVER_RATE(pinj_15r|gasb)|LEVEL_OVER_RATE(pinj_21l|gasb)|LEVEL_OVER_RATE(pinj_21r|gasb)|LEVEL_OVER_RATE(pinj_30l|gasb)|LEVEL_OVER_RATE(pinj_30r|gasb)|LEVEL_OVER_RATE(pinj_33l|gasb)|LEVEL_OVER_RATE(pinj_33r|gasb),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_gasc,C4,PHASE(pinj_b|gasc),PHASE(pinj|gasc) = sum_b PHASE(pinj_b|gasc),PHASE(pinj|gasc),PHASE(pinj_15l|gasc)|PHASE(pinj_15r|gasc)|PHASE(pinj_21l|gasc)|PHASE(pinj_21r|gasc)|PHASE(pinj_30l|gasc)|PHASE(pinj_30r|gasc)|PHASE(pinj_33l|gasc)|PHASE(pinj_33r|gasc),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|gasc)|PHASE(pinj_15l|gasc)|PHASE(pinj_15r|gasc)|PHASE(pinj_21l|gasc)|PHASE(pinj_21r|gasc)|PHASE(pinj_30l|gasc)|PHASE(pinj_30r|gasc)|PHASE(pinj_33l|gasc)|PHASE(pinj_33r|gasc),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_gasc,C6,LEVEL_RATE(pinj_b|gasc),LEVEL_RATE(pinj|gasc) = sum_b LEVEL_RATE(pinj_b|gasc),LEVEL_RATE(pinj|gasc),LEVEL_RATE(pinj_15l|gasc)|LEVEL_RATE(pinj_15r|gasc)|LEVEL_RATE(pinj_21l|gasc)|LEVEL_RATE(pinj_21r|gasc)|LEVEL_RATE(pinj_30l|gasc)|LEVEL_RATE(pinj_30r|gasc)|LEVEL_RATE(pinj_33l|gasc)|LEVEL_RATE(pinj_33r|gasc),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|gasc)|LEVEL_RATE(pinj_21l|gasc)|LEVEL_RATE(pinj_21r|gasc)|LEVEL_RATE(pinj_33l|gasc),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_gasc,C8,LEVEL_OVER_RATE(pinj_b|gasc),LEVEL_OVER_RATE(pinj|gasc) = sum_b LEVEL_OVER_RATE(pinj_b|gasc),LEVEL_OVER_RATE(pinj|gasc),LEVEL_OVER_RATE(pinj_15l|gasc)|LEVEL_OVER_RATE(pinj_15r|gasc)|LEVEL_OVER_RATE(pinj_21l|gasc)|LEVEL_OVER_RATE(pinj_21r|gasc)|LEVEL_OVER_RATE(pinj_30l|gasc)|LEVEL_OVER_RATE(pinj_30r|gasc)|LEVEL_OVER_RATE(pinj_33l|gasc)|LEVEL_OVER_RATE(pinj_33r|gasc),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|gasc)|LEVEL_OVER_RATE(pinj_15l|gasc)|LEVEL_OVER_RATE(pinj_15r|gasc)|LEVEL_OVER_RATE(pinj_21l|gasc)|LEVEL_OVER_RATE(pinj_21r|gasc)|LEVEL_OVER_RATE(pinj_30l|gasc)|LEVEL_OVER_RATE(pinj_30r|gasc)|LEVEL_OVER_RATE(pinj_33l|gasc)|LEVEL_OVER_RATE(pinj_33r|gasc),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_gasd,C4,PHASE(pinj_b|gasd),PHASE(pinj|gasd) = sum_b PHASE(pinj_b|gasd),PHASE(pinj|gasd),PHASE(pinj_15l|gasd)|PHASE(pinj_15r|gasd)|PHASE(pinj_21l|gasd)|PHASE(pinj_21r|gasd)|PHASE(pinj_30l|gasd)|PHASE(pinj_30r|gasd)|PHASE(pinj_33l|gasd)|PHASE(pinj_33r|gasd),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|gasd)|PHASE(pinj_15l|gasd)|PHASE(pinj_15r|gasd)|PHASE(pinj_21l|gasd)|PHASE(pinj_21r|gasd)|PHASE(pinj_30l|gasd)|PHASE(pinj_30r|gasd)|PHASE(pinj_33l|gasd)|PHASE(pinj_33r|gasd),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_gasd,C6,LEVEL_RATE(pinj_b|gasd),LEVEL_RATE(pinj|gasd) = sum_b LEVEL_RATE(pinj_b|gasd),LEVEL_RATE(pinj|gasd),LEVEL_RATE(pinj_15l|gasd)|LEVEL_RATE(pinj_15r|gasd)|LEVEL_RATE(pinj_21l|gasd)|LEVEL_RATE(pinj_21r|gasd)|LEVEL_RATE(pinj_30l|gasd)|LEVEL_RATE(pinj_30r|gasd)|LEVEL_RATE(pinj_33l|gasd)|LEVEL_RATE(pinj_33r|gasd),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|gasd)|LEVEL_RATE(pinj_21l|gasd)|LEVEL_RATE(pinj_21r|gasd)|LEVEL_RATE(pinj_33l|gasd),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_gasd,C8,LEVEL_OVER_RATE(pinj_b|gasd),LEVEL_OVER_RATE(pinj|gasd) = sum_b LEVEL_OVER_RATE(pinj_b|gasd),LEVEL_OVER_RATE(pinj|gasd),LEVEL_OVER_RATE(pinj_15l|gasd)|LEVEL_OVER_RATE(pinj_15r|gasd)|LEVEL_OVER_RATE(pinj_21l|gasd)|LEVEL_OVER_RATE(pinj_21r|gasd)|LEVEL_OVER_RATE(pinj_30l|gasd)|LEVEL_OVER_RATE(pinj_30r|gasd)|LEVEL_OVER_RATE(pinj_33l|gasd)|LEVEL_OVER_RATE(pinj_33r|gasd),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|gasd)|LEVEL_OVER_RATE(pinj_15l|gasd)|LEVEL_OVER_RATE(pinj_15r|gasd)|LEVEL_OVER_RATE(pinj_21l|gasd)|LEVEL_OVER_RATE(pinj_21r|gasd)|LEVEL_OVER_RATE(pinj_30l|gasd)|LEVEL_OVER_RATE(pinj_30r|gasd)|LEVEL_OVER_RATE(pinj_33l|gasd)|LEVEL_OVER_RATE(pinj_33r|gasd),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_tinj,C4,PHASE(pinj_b|tinj),PHASE(pinj|tinj) = sum_b PHASE(pinj_b|tinj),PHASE(pinj|tinj),PHASE(pinj_15l|tinj)|PHASE(pinj_15r|tinj)|PHASE(pinj_21l|tinj)|PHASE(pinj_21r|tinj)|PHASE(pinj_30l|tinj)|PHASE(pinj_30r|tinj)|PHASE(pinj_33l|tinj)|PHASE(pinj_33r|tinj),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|tinj)|PHASE(pinj_15l|tinj)|PHASE(pinj_15r|tinj)|PHASE(pinj_21l|tinj)|PHASE(pinj_21r|tinj)|PHASE(pinj_30l|tinj)|PHASE(pinj_30r|tinj)|PHASE(pinj_33l|tinj)|PHASE(pinj_33r|tinj),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_tinj,C6,LEVEL_RATE(pinj_b|tinj),LEVEL_RATE(pinj|tinj) = sum_b LEVEL_RATE(pinj_b|tinj),LEVEL_RATE(pinj|tinj),LEVEL_RATE(pinj_15l|tinj)|LEVEL_RATE(pinj_15r|tinj)|LEVEL_RATE(pinj_21l|tinj)|LEVEL_RATE(pinj_21r|tinj)|LEVEL_RATE(pinj_30l|tinj)|LEVEL_RATE(pinj_30r|tinj)|LEVEL_RATE(pinj_33l|tinj)|LEVEL_RATE(pinj_33r|tinj),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|tinj)|LEVEL_RATE(pinj_21l|tinj)|LEVEL_RATE(pinj_21r|tinj)|LEVEL_RATE(pinj_33l|tinj),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C8_LEVEL_OVER_RATE_tinj,C8,LEVEL_OVER_RATE(pinj_b|tinj),LEVEL_OVER_RATE(pinj|tinj) = sum_b LEVEL_OVER_RATE(pinj_b|tinj),LEVEL_OVER_RATE(pinj|tinj),LEVEL_OVER_RATE(pinj_15l|tinj)|LEVEL_OVER_RATE(pinj_15r|tinj)|LEVEL_OVER_RATE(pinj_21l|tinj)|LEVEL_OVER_RATE(pinj_21r|tinj)|LEVEL_OVER_RATE(pinj_30l|tinj)|LEVEL_OVER_RATE(pinj_30r|tinj)|LEVEL_OVER_RATE(pinj_33l|tinj)|LEVEL_OVER_RATE(pinj_33r|tinj),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); aggregate level in NUMERATOR only,LOCAL_DOCUMENTED,False,9,LEVEL_OVER_RATE(pinj|tinj)|LEVEL_OVER_RATE(pinj_15l|tinj)|LEVEL_OVER_RATE(pinj_15r|tinj)|LEVEL_OVER_RATE(pinj_21l|tinj)|LEVEL_OVER_RATE(pinj_21r|tinj)|LEVEL_OVER_RATE(pinj_30l|tinj)|LEVEL_OVER_RATE(pinj_30r|tinj)|LEVEL_OVER_RATE(pinj_33l|tinj)|LEVEL_OVER_RATE(pinj_33r|tinj),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C4_PHASE_ece1,C4,PHASE(pinj_b|ece1),PHASE(pinj|ece1) = sum_b PHASE(pinj_b|ece1),PHASE(pinj|ece1),PHASE(pinj_15l|ece1)|PHASE(pinj_15r|ece1)|PHASE(pinj_21l|ece1)|PHASE(pinj_21r|ece1)|PHASE(pinj_30l|ece1)|PHASE(pinj_30r|ece1)|PHASE(pinj_33l|ece1)|PHASE(pinj_33r|ece1),9,"d/dt is linear and FD2_PHYSICAL_TIME_V1 is a fixed linear stencil on the shared grid, so dot(pinj) = sum_b dot(pinj_b); aggregate rate in NUMERATOR only",LOCAL_DOCUMENTED,False,9,PHASE(pinj|ece1)|PHASE(pinj_15l|ece1)|PHASE(pinj_15r|ece1)|PHASE(pinj_21l|ece1)|PHASE(pinj_21r|ece1)|PHASE(pinj_30l|ece1)|PHASE(pinj_30r|ece1)|PHASE(pinj_33l|ece1)|PHASE(pinj_33r|ece1),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
DEP_C6_LEVEL_ece1,C6,LEVEL_RATE(pinj_b|ece1),LEVEL_RATE(pinj|ece1) = sum_b LEVEL_RATE(pinj_b|ece1),LEVEL_RATE(pinj|ece1),LEVEL_RATE(pinj_15l|ece1)|LEVEL_RATE(pinj_15r|ece1)|LEVEL_RATE(pinj_21l|ece1)|LEVEL_RATE(pinj_21r|ece1)|LEVEL_RATE(pinj_30l|ece1)|LEVEL_RATE(pinj_30r|ece1)|LEVEL_RATE(pinj_33l|ece1)|LEVEL_RATE(pinj_33r|ece1),9,aggregate enters linearly: sum_b (a_b) = (sum_b a_b); pinj * dot(x_z) = sum_b pinj_b * dot(x_z),LOCAL_DOCUMENTED,False,4,LEVEL_RATE(pinj_15r|ece1)|LEVEL_RATE(pinj_21l|ece1)|LEVEL_RATE(pinj_21r|ece1)|LEVEL_RATE(pinj_33l|ece1),VACUOUS,"at least one member is inadmissible, so no admissible support can contain the complete exact set; the constraint is well defined but has no binding instance"
