signal_id,canonical_name,source_name,aliases,scientific_description,category,direct_or_derived,diagnostic_or_computed,units,dimensional_signature,sampling_rate_native_if_known,sampling_rate_analysis_if_known,time_basis,shot_count_available,missing_fraction,finite_fraction,source_path,source_system,generating_formula_if_known,upstream_dependencies_if_known,preprocessing,smoothing,interpolation,standardization,uncertainty_metadata,provenance_status,documentation_status,availability_class,historical_eight,classification_evidence,evidence_class,notes
fs04,fs04,fs04,,provider group: filterscope_dalpha,filterscope_dalpha,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.01999999999998181,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider groups these as 'Filterscopes (D-alpha, ELM markers)'; raw photodiode signal versus processed marker is not established locally",UNRESOLVED,present in all shots
fs04da,fs04da,fs04da,,provider group: filterscope_dalpha,filterscope_dalpha,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.01999999999998181,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider groups these as 'Filterscopes (D-alpha, ELM markers)'; raw photodiode signal versus processed marker is not established locally",UNRESOLVED,present in all shots
fs05da,fs05da,fs05da,,provider group: filterscope_dalpha,filterscope_dalpha,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.01999999999998181,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider groups these as 'Filterscopes (D-alpha, ELM markers)'; raw photodiode signal versus processed marker is not established locally",UNRESOLVED,present in all shots
gasa,gasa,gasa,,provider group: gas_injection,gas_injection,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2.0000000000004547,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Gas injection'; actuator command versus measured flow is not established locally,UNRESOLVED,present in all shots
gasb,gasb,gasb,,provider group: gas_injection,gas_injection,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2.0000000000004547,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Gas injection'; actuator command versus measured flow is not established locally,UNRESOLVED,present in all shots
gasc,gasc,gasc,,provider group: gas_injection,gas_injection,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2.0000000000004547,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Gas injection'; actuator command versus measured flow is not established locally,UNRESOLVED,present in all shots
gasd,gasd,gasd,,provider group: gas_injection,gas_injection,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,2.0000000000004547,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Gas injection'; actuator command versus measured flow is not established locally,UNRESOLVED,present in all shots
ip,ip,ip,,provider group: magnetics,magnetics,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,1.0,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,True,provider groups these as 'Magnetics'; whether each is a raw coil/loop measurement or a compensated derived quantity is not established by any local artifact,UNRESOLVED,present in all shots
kappa,kappa,kappa,,provider group: equilibrium_shape,equilibrium_shape,EQUILIBRIUM_DERIVED,computed,UNKNOWN,UNKNOWN,20.0,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,True,"provider docstring groups these as 'Equilibrium / shape'; equilibrium reconstruction outputs, not stored primitives",LOCAL_LINEAGE_EVIDENCE,present in all shots
li,li,li,,provider group: equilibrium_shape,equilibrium_shape,EQUILIBRIUM_DERIVED,computed,UNKNOWN,UNKNOWN,20.0,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,True,"provider docstring groups these as 'Equilibrium / shape'; equilibrium reconstruction outputs, not stored primitives",LOCAL_LINEAGE_EVIDENCE,present in all shots
pcbcoil,pcbcoil,pcbcoil,,provider group: magnetics,magnetics,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.9999999974752427,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Magnetics'; whether each is a raw coil/loop measurement or a compensated derived quantity is not established by any local artifact,UNRESOLVED,present in all shots
pcdiamag3,pcdiamag3,pcdiamag3,,provider group: magnetics,magnetics,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.9999999974752427,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,True,provider groups these as 'Magnetics'; whether each is a raw coil/loop measurement or a compensated derived quantity is not established by any local artifact,UNRESOLVED,present in all shots
pinj,pinj,pinj,,provider group: neutral_beams,neutral_beams,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.09999999999990905,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,True,provider groups these as 'Neutral beams'; injected power is normally an engineering-derived quantity but no local artifact establishes the computation,UNRESOLVED,present in all shots
pinj_15l,pinj_15l,pinj_15l,,provider group: neutral_beams,neutral_beams,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.09999999999990905,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Neutral beams'; injected power is normally an engineering-derived quantity but no local artifact establishes the computation,UNRESOLVED,present in all shots
pinj_15r,pinj_15r,pinj_15r,,provider group: neutral_beams,neutral_beams,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.09999999999990905,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Neutral beams'; injected power is normally an engineering-derived quantity but no local artifact establishes the computation,UNRESOLVED,present in all shots
pinj_21l,pinj_21l,pinj_21l,,provider group: neutral_beams,neutral_beams,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.09999999999990905,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Neutral beams'; injected power is normally an engineering-derived quantity but no local artifact establishes the computation,UNRESOLVED,present in all shots
pinj_21r,pinj_21r,pinj_21r,,provider group: neutral_beams,neutral_beams,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.09999999999990905,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Neutral beams'; injected power is normally an engineering-derived quantity but no local artifact establishes the computation,UNRESOLVED,present in all shots
pinj_30l,pinj_30l,pinj_30l,,provider group: neutral_beams,neutral_beams,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.09999999999990905,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Neutral beams'; injected power is normally an engineering-derived quantity but no local artifact establishes the computation,UNRESOLVED,present in all shots
pinj_30r,pinj_30r,pinj_30r,,provider group: neutral_beams,neutral_beams,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.09999999999990905,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Neutral beams'; injected power is normally an engineering-derived quantity but no local artifact establishes the computation,UNRESOLVED,present in all shots
pinj_33l,pinj_33l,pinj_33l,,provider group: neutral_beams,neutral_beams,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.09999999999990905,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Neutral beams'; injected power is normally an engineering-derived quantity but no local artifact establishes the computation,UNRESOLVED,present in all shots
pinj_33r,pinj_33r,pinj_33r,,provider group: neutral_beams,neutral_beams,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.09999999999990905,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Neutral beams'; injected power is normally an engineering-derived quantity but no local artifact establishes the computation,UNRESOLVED,present in all shots
prmtan_neped,prmtan_neped,prmtan_neped,,provider group: density,density,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,10.0,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Density'; prmtan_* names suggest a profile-fit product but no local code or doc establishes the fit or its inputs,UNRESOLVED,present in all shots
prmtan_teped,prmtan_teped,prmtan_teped,,provider group: density,density,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,10.0,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Density'; prmtan_* names suggest a profile-fit product but no local code or doc establishes the fit or its inputs,UNRESOLVED,present in all shots
q95,q95,q95,,provider group: equilibrium_shape,equilibrium_shape,EQUILIBRIUM_DERIVED,computed,UNKNOWN,UNKNOWN,20.0,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,True,"provider docstring groups these as 'Equilibrium / shape'; equilibrium reconstruction outputs, not stored primitives",LOCAL_LINEAGE_EVIDENCE,present in all shots
rmaxis,rmaxis,rmaxis,,provider group: equilibrium_shape,equilibrium_shape,EQUILIBRIUM_DERIVED,computed,UNKNOWN,UNKNOWN,20.0,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring groups these as 'Equilibrium / shape'; equilibrium reconstruction outputs, not stored primitives",LOCAL_LINEAGE_EVIDENCE,present in all shots
rsurf,rsurf,rsurf,,provider group: equilibrium_shape,equilibrium_shape,EQUILIBRIUM_DERIVED,computed,UNKNOWN,UNKNOWN,20.0,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring groups these as 'Equilibrium / shape'; equilibrium reconstruction outputs, not stored primitives",LOCAL_LINEAGE_EVIDENCE,present in all shots
tinj,tinj,tinj,,provider group: neutral_beams,neutral_beams,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.09999999999990905,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Neutral beams'; injected power is normally an engineering-derived quantity but no local artifact establishes the computation,UNRESOLVED,present in all shots
tribot,tribot,tribot,,provider group: equilibrium_shape,equilibrium_shape,EQUILIBRIUM_DERIVED,computed,UNKNOWN,UNKNOWN,20.0,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring groups these as 'Equilibrium / shape'; equilibrium reconstruction outputs, not stored primitives",LOCAL_LINEAGE_EVIDENCE,present in all shots
tritop,tritop,tritop,,provider group: equilibrium_shape,equilibrium_shape,EQUILIBRIUM_DERIVED,computed,UNKNOWN,UNKNOWN,20.0,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring groups these as 'Equilibrium / shape'; equilibrium reconstruction outputs, not stored primitives",LOCAL_LINEAGE_EVIDENCE,present in all shots
volume,volume,volume,,provider group: equilibrium_shape,equilibrium_shape,EQUILIBRIUM_DERIVED,computed,UNKNOWN,UNKNOWN,20.0,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring groups these as 'Equilibrium / shape'; equilibrium reconstruction outputs, not stored primitives",LOCAL_LINEAGE_EVIDENCE,present in all shots
vsurf,vsurf,vsurf,,provider group: magnetics,magnetics,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,20.0,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,UNRESOLVED,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,provider groups these as 'Magnetics'; whether each is a raw coil/loop measurement or a compensated derived quantity is not established by any local artifact,UNRESOLVED,present in all shots
zcur,zcur,zcur,,provider group: equilibrium_shape,equilibrium_shape,EQUILIBRIUM_DERIVED,computed,UNKNOWN,UNKNOWN,20.0,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring groups these as 'Equilibrium / shape'; equilibrium reconstruction outputs, not stored primitives",LOCAL_LINEAGE_EVIDENCE,present in all shots
zmaxis,zmaxis,zmaxis,,provider group: equilibrium_shape,equilibrium_shape,EQUILIBRIUM_DERIVED,computed,UNKNOWN,UNKNOWN,20.0,"variable; common grid TARGET_N=1000, dt 4.1-6.0 ms","per-signal <name>_times, MILLISECONDS",62,0.0,1.0,D:\SIR_paper\DIIID_example\data\resampled_data_v6,resampled_data_v6 npz archive,UNKNOWN,UNKNOWN,upstream resample (method in metadata json); then provider finite-clean + sort + dedupe,none at archive level; realization variants none/spline/RTS applied downstream,"block-average if denser than grid, else linear",none at archive level; within-discharge z-score applied downstream,NONE_RECORDED,LOCAL_LINEAGE_EVIDENCE,GROUP_DOCUMENTED,AVAILABLE_IN_FROZEN_STUDY_OBJECT,False,"provider docstring groups these as 'Equilibrium / shape'; equilibrium reconstruction outputs, not stored primitives",LOCAL_LINEAGE_EVIDENCE,present in all shots
